row_id,order_id ,cust_id ,created_date,created_at,item_id ,quantity ,delivery ,address_id 
52,ORD_00019,30,03-01-23,22:41:24,it023,3,0,30
53,ORD_00019,30,03-01-23,22:41:24,it033,5,0,30
54,ORD_00019,30,03-01-23,22:41:24,it010,10,0,30
55,ORD_00019,30,03-01-23,22:41:24,it023,8,0,30
56,ORD_00019,30,03-01-23,22:41:24,it009,10,0,30
57,ORD_00019,30,03-01-23,22:41:24,it016,9,0,30
58,ORD_00020,50,03-01-23,20:54:31,it029,1,0,50
59,ORD_00023,23,04-01-23,21:17:49,it018,3,0,23
60,ORD_00023,23,04-01-23,21:17:49,it030,10,0,23
61,ORD_00023,23,04-01-23,21:17:49,it037,7,0,23
62,ORD_00023,23,04-01-23,21:17:49,it030,3,0,23
63,ORD_00024,201,04-01-23,22:50:26,it002,2,1,201
64,ORD_00024,201,04-01-23,22:50:26,it004,5,1,201
65,ORD_00025,30,04-01-23,11:00:04,it021,8,1,30
66,ORD_00025,30,04-01-23,11:00:04,it037,9,1,30
67,ORD_00026,40,04-01-23,20:25:04,it026,3,0,40
68,ORD_00026,40,04-01-23,20:25:04,it002,6,0,40
69,ORD_00026,40,04-01-23,20:25:04,it037,6,0,40
70,ORD_00027,151,04-01-23,21:08:49,it004,8,1,151
71,ORD_00027,151,04-01-23,21:08:49,it011,1,1,151
72,ORD_00027,151,04-01-23,21:08:49,it010,3,1,151
73,ORD_00027,151,04-01-23,21:08:49,it012,8,1,151
74,ORD_00027,151,04-01-23,21:08:49,it026,1,1,151
75,ORD_00027,151,04-01-23,21:08:49,it036,1,1,151
76,ORD_00028,187,04-01-23,12:50:07,it035,7,1,187
77,ORD_00028,187,04-01-23,12:50:07,it008,3,1,187
78,ORD_00028,187,04-01-23,12:50:07,it003,9,1,187
79,ORD_00028,187,04-01-23,12:50:07,it036,6,1,187
80,ORD_00029,146,04-01-23,19:41:45,it009,9,0,146
81,ORD_00030,265,04-01-23,12:18:45,it019,8,0,265
82,ORD_00031,221,04-01-23,13:30:51,it027,9,1,221
83,ORD_00031,221,04-01-23,13:30:51,it025,1,1,221
84,ORD_00031,221,05-01-23,13:30:51,it030,10,1,221
85,ORD_00033,148,05-01-23,12:26:50,it027,8,0,148
86,ORD_00033,148,05-01-23,12:26:50,it032,6,0,148
87,ORD_00033,148,05-01-23,12:26:50,it014,4,0,148
88,ORD_00034,248,05-01-23,21:36:01,it036,10,1,248
89,ORD_00034,248,05-01-23,21:36:01,it014,6,1,248
90,ORD_00035,22,05-01-23,20:43:26,it013,4,1,22
91,ORD_00036,24,05-01-23,22:17:09,it029,6,0,24
92,ORD_00036,24,05-01-23,22:17:09,it036,5,0,24
93,ORD_00036,24,05-01-23,22:17:09,it029,4,0,24
94,ORD_00036,24,05-01-23,22:17:09,it032,3,0,24
95,ORD_00037,114,05-01-23,22:44:07,it008,6,1,114
96,ORD_00037,114,05-01-23,22:44:07,it002,5,1,114
97,ORD_00038,65,05-01-23,18:40:24,it014,7,1,65
98,ORD_00038,65,05-01-23,18:40:24,it015,6,1,65
99,ORD_00039,249,05-01-23,13:14:26,it022,9,0,249
100,ORD_00039,249,05-01-23,13:14:26,it037,7,0,249
101,ORD_00039,249,05-01-23,13:14:26,it031,3,0,249
102,ORD_00040,114,05-01-23,22:15:01,it010,2,0,114
103,ORD_00040,114,05-01-23,22:15:01,it008,9,0,114
104,ORD_00040,114,05-01-23,22:15:01,it006,2,0,114
105,ORD_00041,53,05-01-23,13:26:39,it028,6,1,53
106,ORD_00041,53,05-01-23,13:26:39,it020,10,1,53
107,ORD_00042,259,05-01-23,22:39:53,it002,5,1,259
108,ORD_00043,230,05-01-23,21:36:37,it020,8,0,230
109,ORD_00043,230,05-01-23,21:36:37,it009,2,0,230
110,ORD_00043,230,05-01-23,21:36:37,it033,2,0,230
111,ORD_00043,230,05-01-23,21:36:37,it003,2,0,230
112,ORD_00043,230,05-01-23,21:36:37,it002,4,0,230
113,ORD_00043,230,05-01-23,21:36:37,it008,4,0,230
114,ORD_00044,237,05-01-23,21:34:40,it012,4,1,237
115,ORD_00044,237,05-01-23,21:34:40,it013,4,1,237
116,ORD_00044,237,05-01-23,21:34:40,it009,6,1,237
117,ORD_00044,237,05-01-23,21:34:40,it009,4,1,237
118,ORD_00044,237,05-01-23,21:34:40,it027,4,1,237
119,ORD_00046,83,05-01-23,11:42:47,it036,9,0,83
120,ORD_00047,204,05-01-23,19:16:58,it013,8,1,204
121,ORD_00047,204,05-01-23,19:16:58,it032,8,1,204
122,ORD_00048,14,05-01-23,13:05:50,it037,2,1,14
123,ORD_00048,14,05-01-23,13:05:50,it028,4,1,14
124,ORD_00048,14,05-01-23,13:05:50,it021,4,1,14
125,ORD_00048,14,05-01-23,13:05:50,it023,7,1,14
126,ORD_00048,14,05-01-23,13:05:50,it024,2,1,14
127,ORD_00049,225,05-01-23,10:39:24,it029,9,0,225
128,ORD_00049,225,05-01-23,10:39:24,it005,6,0,225
129,ORD_00049,225,05-01-23,10:39:24,it002,7,0,225
130,ORD_00050,202,05-01-23,19:29:13,it013,3,0,202
131,ORD_00051,80,05-01-23,21:06:32,it015,4,1,80
132,ORD_00051,80,05-01-23,21:06:32,it008,6,1,80
133,ORD_00052,276,05-01-23,12:21:48,it030,6,1,276
134,ORD_00052,276,05-01-23,12:21:48,it032,2,1,276
135,ORD_00053,180,05-01-23,11:14:42,it015,2,0,180
136,ORD_00053,180,05-01-23,11:14:42,it003,1,0,180
137,ORD_00053,180,05-01-23,11:14:42,it002,7,0,180
138,ORD_00054,58,05-01-23,21:45:29,it036,9,1,58
139,ORD_00054,58,05-01-23,21:45:29,it031,1,1,58
140,ORD_00054,58,05-01-23,21:45:29,it002,6,1,58
141,ORD_00056,6,05-01-23,13:43:45,it031,5,0,6
142,ORD_00056,6,05-01-23,13:43:45,it007,9,0,6
143,ORD_00056,6,05-01-23,13:43:45,it029,6,0,6
144,ORD_00057,173,05-01-23,19:10:11,it012,1,1,173
145,ORD_00058,292,05-01-23,13:32:06,it020,4,1,292
146,ORD_00059,226,05-01-23,11:20:33,it012,5,0,226
147,ORD_00059,226,05-01-23,11:20:33,it034,5,0,226
148,ORD_00060,109,05-01-23,20:50:34,it004,2,0,109
149,ORD_00060,109,05-01-23,20:50:34,it034,3,0,109
150,ORD_00060,109,05-01-23,20:50:34,it018,2,0,109
151,ORD_00060,109,05-01-23,20:50:34,it022,8,0,109
152,ORD_00060,109,05-01-23,20:50:34,it026,1,0,109
153,ORD_00062,102,05-01-23,12:10:34,it032,1,1,102
154,ORD_00062,102,05-01-23,12:10:34,it029,10,1,102
155,ORD_00063,223,05-01-23,19:26:36,it017,3,0,223
156,ORD_00063,223,05-01-23,19:26:36,it021,8,0,223
157,ORD_00063,223,05-01-23,19:26:36,it030,1,0,223
158,ORD_00063,223,05-01-23,19:26:36,it005,2,0,223
159,ORD_00064,121,06-01-23,18:44:30,it025,9,1,121
160,ORD_00064,121,06-01-23,18:44:30,it015,9,1,121
161,ORD_00064,121,06-01-23,18:44:30,it007,7,1,121
162,ORD_00064,121,06-01-23,18:44:30,it034,1,1,121
163,ORD_00064,121,06-01-23,18:44:30,it020,4,1,121
164,ORD_00065,52,06-01-23,20:54:42,it023,3,1,52
165,ORD_00065,52,06-01-23,20:54:42,it033,6,1,52
166,ORD_00065,52,06-01-23,20:54:42,it014,2,1,52
167,ORD_00065,52,06-01-23,20:54:42,it024,7,1,52
168,ORD_00066,269,06-01-23,11:16:16,it003,4,0,269
169,ORD_00066,269,06-01-23,11:16:16,it001,5,0,269
170,ORD_00066,269,06-01-23,11:16:16,it002,9,0,269
171,ORD_00066,269,06-01-23,11:16:16,it036,10,0,269
172,ORD_00066,269,06-01-23,11:16:16,it019,10,0,269
173,ORD_00066,269,06-01-23,11:16:16,it004,7,0,269
174,ORD_00066,269,06-01-23,11:16:16,it030,2,0,269
175,ORD_00067,269,06-01-23,12:40:49,it006,6,1,269
176,ORD_00067,269,06-01-23,12:40:49,it036,4,1,269
177,ORD_00068,269,06-01-23,18:32:49,it033,4,1,269
178,ORD_00068,269,06-01-23,18:32:49,it007,2,1,269
179,ORD_00068,269,06-01-23,18:32:49,it018,7,1,269
180,ORD_00068,269,06-01-23,18:32:49,it021,1,1,269
181,ORD_00068,269,06-01-23,18:32:49,it016,8,1,269
182,ORD_00069,19,06-01-23,12:28:39,it004,2,0,19
183,ORD_00069,19,06-01-23,12:28:39,it008,2,0,19
184,ORD_00069,19,06-01-23,12:28:39,it028,1,0,19
185,ORD_00070,42,06-01-23,22:18:19,it027,6,0,42
186,ORD_00070,42,06-01-23,22:18:19,it033,9,0,42
187,ORD_00070,42,06-01-23,22:18:19,it007,7,0,42
188,ORD_00071,42,06-01-23,20:45:45,it037,6,1,42
189,ORD_00071,42,06-01-23,20:45:45,it009,7,1,42
190,ORD_00071,42,06-01-23,20:45:45,it027,6,1,42
191,ORD_00072,269,06-01-23,20:41:16,it001,4,1,269
192,ORD_00072,269,06-01-23,20:41:16,it028,1,1,269
193,ORD_00073,269,06-01-23,19:47:51,it030,4,0,269
194,ORD_00074,69,06-01-23,10:58:20,it011,1,1,69
195,ORD_00074,69,06-01-23,10:58:20,it024,1,1,69
196,ORD_00074,69,06-01-23,10:58:20,it031,5,1,69
197,ORD_00075,69,06-01-23,22:01:09,it034,7,1,69
198,ORD_00075,69,06-01-23,22:01:09,it003,8,1,69
199,ORD_00075,69,06-01-23,22:01:09,it008,10,1,69
200,ORD_00075,69,06-01-23,22:01:09,it037,3,1,69
201,ORD_00076,69,06-01-23,12:01:12,it012,4,0,69
202,ORD_00076,69,06-01-23,12:01:12,it004,9,0,69
203,ORD_00076,69,06-01-23,12:01:12,it007,10,0,69
204,ORD_00077,69,06-01-23,19:09:51,it008,5,1,69
205,ORD_00077,69,06-01-23,19:09:51,it036,3,1,69
206,ORD_00077,69,06-01-23,19:09:51,it031,7,1,69
207,ORD_00078,69,06-01-23,18:53:37,it017,8,1,69
208,ORD_00078,69,06-01-23,18:53:37,it001,4,1,69
209,ORD_00078,69,06-01-23,18:53:37,it011,9,1,69
210,ORD_00078,69,06-01-23,18:53:37,it027,2,1,69
211,ORD_00080,69,06-01-23,12:45:40,it017,9,0,69
212,ORD_00080,69,06-01-23,12:45:40,it017,9,0,69
213,ORD_00080,69,06-01-23,12:45:40,it034,2,0,69
214,ORD_00081,69,06-01-23,12:49:23,it019,10,1,69
215,ORD_00081,69,06-01-23,12:49:23,it032,3,1,69
216,ORD_00081,69,06-01-23,12:49:23,it034,1,1,69
217,ORD_00081,69,06-01-23,12:49:23,it031,2,1,69
218,ORD_00082,69,06-01-23,22:33:58,it036,10,1,69
219,ORD_00082,69,06-01-23,22:33:58,it023,7,1,69
220,ORD_00082,69,06-01-23,22:33:58,it025,3,1,69
221,ORD_00085,69,06-01-23,12:46:05,it036,5,1,69
222,ORD_00085,69,06-01-23,12:46:05,it023,5,1,69
223,ORD_00085,69,06-01-23,12:46:05,it021,1,1,69
224,ORD_00085,69,07-01-23,12:46:05,it021,5,1,69
225,ORD_00085,69,07-01-23,12:46:05,it003,3,1,69
226,ORD_00086,69,07-01-23,13:27:14,it030,5,0,69
227,ORD_00086,69,07-01-23,13:27:14,it016,4,0,69
228,ORD_00086,69,07-01-23,13:27:14,it009,2,0,69
229,ORD_00087,69,07-01-23,21:16:30,it030,3,1,69
230,ORD_00088,4,07-01-23,18:38:28,it006,1,1,4
231,ORD_00088,4,07-01-23,18:38:28,it016,8,1,4
232,ORD_00089,4,07-01-23,21:41:42,it015,9,0,4
233,ORD_00089,4,07-01-23,21:41:42,it019,7,0,4
234,ORD_00089,4,07-01-23,21:41:42,it034,6,0,4
235,ORD_00091,4,07-01-23,22:01:19,it033,7,1,4
236,ORD_00091,4,07-01-23,22:01:19,it013,3,1,4
237,ORD_00091,4,07-01-23,22:01:19,it029,6,1,4
238,ORD_00092,4,07-01-23,19:44:05,it022,4,1,4
239,ORD_00092,4,07-01-23,19:44:05,it022,10,1,4
240,ORD_00093,4,07-01-23,18:36:26,it028,3,0,4
241,ORD_00093,4,07-01-23,18:36:26,it026,4,0,4
242,ORD_00094,4,07-01-23,13:50:24,it017,5,1,4
243,ORD_00094,4,07-01-23,13:50:24,it022,9,1,4
244,ORD_00094,4,07-01-23,13:50:24,it017,7,1,4
245,ORD_00094,4,07-01-23,13:50:24,it003,8,1,4
246,ORD_00094,4,07-01-23,13:50:24,it027,5,1,4
247,ORD_00094,4,07-01-23,13:50:24,it007,1,1,4
248,ORD_00094,4,07-01-23,13:50:24,it013,5,1,4
249,ORD_00095,4,07-01-23,19:04:31,it016,3,1,4
250,ORD_00095,4,07-01-23,19:04:31,it019,1,1,4
251,ORD_00096,4,07-01-23,22:26:14,it006,3,0,4
252,ORD_00096,4,07-01-23,22:26:14,it035,10,0,4
253,ORD_00097,4,07-01-23,18:55:48,it026,4,1,4
254,ORD_00097,4,07-01-23,18:55:48,it010,1,1,4
255,ORD_00097,4,07-01-23,18:55:48,it017,2,1,4
256,ORD_00098,4,07-01-23,20:44:07,it016,7,1,4
257,ORD_00098,4,07-01-23,20:44:07,it001,2,1,4
258,ORD_00098,4,07-01-23,20:44:07,it017,1,1,4
259,ORD_00099,4,07-01-23,19:06:57,it029,3,0,4
260,ORD_00099,4,07-01-23,19:06:57,it021,4,0,4
261,ORD_00099,4,07-01-23,19:06:57,it010,7,0,4
262,ORD_00100,4,07-01-23,19:18:43,it001,4,0,4
263,ORD_00100,4,07-01-23,19:18:43,it001,7,0,4
264,ORD_00101,4,07-01-23,20:47:59,it012,4,1,4
265,ORD_00101,4,07-01-23,20:47:59,it002,10,1,4
266,ORD_00102,4,07-01-23,22:01:09,it009,4,1,4
267,ORD_00103,7,07-01-23,13:11:03,it023,4,0,7
268,ORD_00103,7,07-01-23,13:11:03,it031,10,0,7
269,ORD_00103,7,07-01-23,13:11:03,it010,3,0,7
270,ORD_00103,7,07-01-23,13:11:03,it034,6,0,7
271,ORD_00104,7,07-01-23,19:33:58,it021,6,1,7
272,ORD_00105,154,07-01-23,13:59:22,it019,8,1,154
273,ORD_00106,149,07-01-23,20:27:22,it034,4,0,149
274,ORD_00106,149,07-01-23,20:27:22,it037,5,0,149
275,ORD_00107,149,07-01-23,22:12:52,it017,2,1,149
276,ORD_00107,149,07-01-23,22:12:52,it003,7,1,149
277,ORD_00107,149,07-01-23,22:12:52,it005,3,1,149
278,ORD_00107,149,07-01-23,22:12:52,it016,2,1,149
279,ORD_00107,149,07-01-23,22:12:52,it014,2,1,149
280,ORD_00108,149,07-01-23,13:31:58,it018,9,1,149
281,ORD_00108,149,07-01-23,13:31:58,it022,4,1,149
282,ORD_00109,149,07-01-23,11:47:47,it010,7,0,149
283,ORD_00109,149,07-01-23,11:47:47,it028,6,0,149
284,ORD_00109,149,07-01-23,11:47:47,it032,3,0,149
285,ORD_00111,149,07-01-23,18:49:59,it019,1,1,149
286,ORD_00111,149,07-01-23,18:49:59,it008,2,1,149
287,ORD_00112,149,08-01-23,21:31:14,it004,9,1,149
288,ORD_00112,149,08-01-23,21:31:14,it006,9,1,149
289,ORD_00113,149,08-01-23,11:44:24,it013,3,0,149
290,ORD_00114,50,08-01-23,19:17:02,it012,3,1,50
291,ORD_00115,50,08-01-23,18:38:36,it035,2,1,50
292,ORD_00115,50,08-01-23,18:38:36,it009,4,1,50
293,ORD_00115,50,08-01-23,18:38:36,it019,4,1,50
294,ORD_00115,50,08-01-23,18:38:36,it020,2,1,50
295,ORD_00115,50,08-01-23,18:38:36,it035,4,1,50
296,ORD_00117,50,08-01-23,12:08:13,it003,9,1,50
297,ORD_00117,50,08-01-23,12:08:13,it009,3,1,50
298,ORD_00118,50,08-01-23,21:57:08,it008,1,1,50
299,ORD_00119,241,08-01-23,11:21:02,it028,6,0,241
300,ORD_00119,241,08-01-23,11:21:02,it033,3,0,241
301,ORD_00119,241,08-01-23,11:21:02,it009,6,0,241
302,ORD_00120,241,08-01-23,11:03:50,it028,5,0,241
303,ORD_00120,241,08-01-23,11:03:50,it034,10,0,241
304,ORD_00121,241,08-01-23,11:37:36,it036,3,1,241
305,ORD_00121,241,08-01-23,11:37:36,it009,2,1,241
306,ORD_00121,241,08-01-23,11:37:36,it025,7,1,241
307,ORD_00122,241,08-01-23,21:09:22,it012,10,1,241
308,ORD_00124,59,08-01-23,20:02:02,it014,9,1,59
309,ORD_00125,47,08-01-23,13:49:34,it006,5,1,47
310,ORD_00125,47,08-01-23,13:49:34,it002,4,1,47
311,ORD_00125,47,08-01-23,13:49:34,it021,3,1,47
312,ORD_00126,47,08-01-23,20:30:51,it031,8,0,47
313,ORD_00126,47,08-01-23,20:30:51,it025,7,0,47
314,ORD_00126,47,08-01-23,20:30:51,it003,10,0,47
315,ORD_00126,47,08-01-23,20:30:51,it034,3,0,47
316,ORD_00127,47,08-01-23,11:36:49,it033,10,1,47
317,ORD_00127,47,08-01-23,11:36:49,it020,8,1,47
318,ORD_00127,47,08-01-23,11:36:49,it018,7,1,47
319,ORD_00127,47,08-01-23,11:36:49,it001,10,1,47
320,ORD_00127,47,08-01-23,11:36:49,it006,3,1,47
321,ORD_00128,47,08-01-23,13:37:32,it026,5,1,47
322,ORD_00129,279,08-01-23,12:56:25,it036,2,0,279
323,ORD_00129,279,08-01-23,12:56:25,it002,3,0,279
324,ORD_00129,279,08-01-23,12:56:25,it034,1,0,279
325,ORD_00130,279,08-01-23,10:52:29,it005,6,0,279
326,ORD_00130,279,08-01-23,10:52:29,it020,7,0,279
327,ORD_00131,279,08-01-23,13:05:40,it014,10,1,279
328,ORD_00131,279,08-01-23,13:05:40,it026,9,1,279
329,ORD_00131,279,08-01-23,13:05:40,it028,7,1,279
330,ORD_00131,279,08-01-23,13:05:40,it009,1,1,279
331,ORD_00131,279,08-01-23,13:05:40,it030,4,1,279
332,ORD_00132,279,08-01-23,18:38:35,it020,9,1,279
333,ORD_00133,190,08-01-23,20:30:11,it025,1,0,190
334,ORD_00133,190,08-01-23,20:30:11,it012,1,0,190
335,ORD_00133,190,08-01-23,20:30:11,it022,2,0,190
336,ORD_00134,190,08-01-23,20:47:35,it007,10,1,190
337,ORD_00134,190,08-01-23,20:47:35,it015,6,1,190
338,ORD_00134,190,08-01-23,20:47:35,it032,1,1,190
339,ORD_00135,190,08-01-23,20:40:40,it015,5,1,190
340,ORD_00135,190,08-01-23,20:40:40,it019,2,1,190
341,ORD_00135,190,08-01-23,20:40:40,it005,5,1,190
342,ORD_00136,190,08-01-23,12:27:33,it006,9,0,190
343,ORD_00136,190,08-01-23,12:27:33,it019,2,0,190
344,ORD_00137,190,08-01-23,19:27:44,it014,3,1,190
345,ORD_00137,190,08-01-23,19:27:44,it010,2,1,190
346,ORD_00137,190,08-01-23,19:27:44,it027,7,1,190
347,ORD_00138,190,08-01-23,12:03:33,it016,4,1,190
348,ORD_00138,190,08-01-23,12:03:33,it036,10,1,190
349,ORD_00138,190,08-01-23,12:03:33,it023,4,1,190
350,ORD_00139,190,08-01-23,20:03:14,it035,5,0,190
351,ORD_00139,190,08-01-23,20:03:14,it033,1,0,190
352,ORD_00139,190,08-01-23,20:03:14,it033,7,0,190
353,ORD_00140,190,08-01-23,21:28:07,it024,4,0,190
354,ORD_00140,190,08-01-23,21:28:07,it031,7,0,190
355,ORD_00140,190,08-01-23,21:28:07,it033,7,0,190
356,ORD_00141,190,08-01-23,20:47:04,it002,5,1,190
357,ORD_00142,90,08-01-23,22:29:13,it035,6,1,90
358,ORD_00142,90,08-01-23,22:29:13,it002,1,1,90
359,ORD_00143,90,08-01-23,18:43:51,it035,2,0,90
360,ORD_00144,199,08-01-23,11:09:17,it007,4,1,199
361,ORD_00144,199,08-01-23,11:09:17,it018,7,1,199
362,ORD_00145,199,09-01-23,13:54:59,it035,4,1,199
363,ORD_00146,154,09-01-23,18:57:22,it032,2,0,154
364,ORD_00146,154,09-01-23,18:57:22,it035,5,0,154
365,ORD_00146,154,09-01-23,18:57:22,it025,2,0,154
366,ORD_00147,154,09-01-23,12:23:36,it027,8,1,154
367,ORD_00148,221,09-01-23,19:25:50,it020,4,1,221
368,ORD_00148,221,09-01-23,19:25:50,it036,9,1,221
369,ORD_00148,221,09-01-23,19:25:50,it028,2,1,221
370,ORD_00148,221,09-01-23,19:25:50,it027,2,1,221
371,ORD_00148,221,09-01-23,19:25:50,it034,7,1,221
372,ORD_00149,221,09-01-23,11:21:08,it033,2,0,221
373,ORD_00150,86,09-01-23,11:33:14,it026,7,0,86
374,ORD_00150,86,09-01-23,11:33:14,it037,7,0,86
375,ORD_00151,86,09-01-23,20:41:29,it007,5,1,86
376,ORD_00151,86,09-01-23,20:41:29,it034,2,1,86
377,ORD_00151,86,09-01-23,20:41:29,it015,8,1,86
378,ORD_00151,86,09-01-23,20:41:29,it013,2,1,86
379,ORD_00153,86,09-01-23,21:23:45,it010,9,0,86
380,ORD_00153,86,09-01-23,21:23:45,it002,1,0,86
381,ORD_00153,86,09-01-23,21:23:45,it008,3,0,86
382,ORD_00154,86,09-01-23,13:30:52,it029,9,1,86
383,ORD_00154,86,09-01-23,13:30:52,it010,6,1,86
384,ORD_00154,86,09-01-23,13:30:52,it023,2,1,86
385,ORD_00154,86,09-01-23,13:30:52,it016,4,1,86
386,ORD_00155,86,09-01-23,10:54:16,it026,9,1,86
387,ORD_00155,86,09-01-23,10:54:16,it029,6,1,86
388,ORD_00155,86,09-01-23,10:54:16,it008,1,1,86
389,ORD_00156,86,09-01-23,11:24:49,it003,4,0,86
390,ORD_00156,86,09-01-23,11:24:49,it013,4,0,86
391,ORD_00156,86,09-01-23,11:24:49,it001,6,0,86
392,ORD_00156,86,09-01-23,11:24:49,it002,6,0,86
393,ORD_00157,86,09-01-23,11:09:49,it008,9,1,86
394,ORD_00158,273,09-01-23,21:57:32,it014,5,1,273
395,ORD_00158,273,09-01-23,21:57:32,it018,7,1,273
396,ORD_00158,273,09-01-23,21:57:32,it017,6,1,273
397,ORD_00159,273,09-01-23,21:25:42,it034,7,0,273
398,ORD_00159,273,09-01-23,21:25:42,it033,10,0,273
399,ORD_00159,273,09-01-23,21:25:42,it004,4,0,273
400,ORD_00159,273,09-01-23,21:25:42,it016,10,0,273
401,ORD_00161,273,09-01-23,21:42:22,it029,10,1,273
402,ORD_00162,29,09-01-23,11:40:21,it011,1,1,29
403,ORD_00162,29,09-01-23,11:40:21,it013,5,1,29
404,ORD_00162,29,09-01-23,11:40:21,it009,10,1,29
405,ORD_00162,29,09-01-23,11:40:21,it004,5,1,29
406,ORD_00163,29,09-01-23,12:32:30,it035,6,0,29
407,ORD_00163,29,09-01-23,12:32:30,it019,3,0,29
408,ORD_00164,29,09-01-23,11:20:08,it016,2,1,29
409,ORD_00165,5,09-01-23,22:24:54,it009,8,1,5
410,ORD_00165,5,09-01-23,22:24:54,it019,6,1,5
411,ORD_00166,5,09-01-23,11:30:58,it036,1,0,5
412,ORD_00166,5,09-01-23,11:30:58,it034,5,0,5
413,ORD_00169,5,09-01-23,10:45:57,it001,10,0,5
414,ORD_00169,5,09-01-23,10:45:57,it002,3,0,5
415,ORD_00169,5,09-01-23,10:45:57,it032,5,0,5
416,ORD_00170,5,09-01-23,13:25:51,it030,6,0,5
417,ORD_00170,5,09-01-23,13:25:51,it037,4,0,5
418,ORD_00170,5,09-01-23,13:25:51,it021,3,0,5
419,ORD_00170,5,09-01-23,13:25:51,it010,8,0,5
420,ORD_00170,5,09-01-23,13:25:51,it009,3,0,5
421,ORD_00170,5,09-01-23,13:25:51,it017,4,0,5
422,ORD_00171,5,09-01-23,11:47:12,it023,2,1,5
423,ORD_00171,5,09-01-23,11:47:12,it009,1,1,5
424,ORD_00171,5,09-01-23,11:47:12,it018,8,1,5
425,ORD_00171,5,09-01-23,11:47:12,it026,2,1,5
426,ORD_00172,5,09-01-23,13:34:03,it007,3,1,5
427,ORD_00172,5,09-01-23,13:34:03,it010,2,1,5
428,ORD_00173,5,09-01-23,22:15:12,it002,10,0,5
429,ORD_00174,236,09-01-23,20:20:02,it017,1,1,236
430,ORD_00175,257,09-01-23,11:40:30,it003,5,1,257
431,ORD_00175,257,09-01-23,11:40:30,it016,1,1,257
432,ORD_00176,257,09-01-23,11:33:14,it003,6,0,257
433,ORD_00176,257,09-01-23,11:33:14,it021,4,0,257
434,ORD_00176,257,09-01-23,11:33:14,it025,3,0,257
